wanted_auth_no,company,title,wage,region,cert,education,career,reg_date,due_date,detail_url
KJSA002609090068,(주)삼영엠아이텍,[9/16 경남일자리종합박람회 직접참여] (주)삼영엠아이텍_비파괴검사원,"연봉3,200 만원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609090068
KJSA002609090063,대원기전,[9/16 경남일자리종합박람회 직접참여] 대원기전_생산기술,"연봉3,900 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609090063
KJSA002609090062,주식회사 이플로우,[9/16 경남일자리종합박람회 직접참여] 주식회사 이플로우_기술직,"연봉3,300 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609090062
KJSA002609090061,주식회사 이플로우,[9/16 경남일자리종합박람회 직접참여] 주식회사 이플로우_연구직,"연봉3,300 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609090061
KF10802609090009,건행재가노인복지센터,[의창구 사림동] 재가 요양보호사 구인,"시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-10-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609090009
KEC0132609090006,장복데이케어센터,[진해 경화동] 요양보호사 선생님을 모십니다.,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 진해구,[인증],,관계없음,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609090006
KEC0132609090005,남부건업(주),창원 중동 대동다숲 미화원 구인,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,경력  6개월,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609090005
K131132609090053,(주)대원정공,[방산] 생산기술/설계 사원 모집,"연봉4,200 만원 이상 ~ 6,000 만원 이하",경남 창원시 성산구,[인증],,경력 2년,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090053
K131132609090052,주식회사신광테크,"자동차 부품 단순 조립,검사원 모집[주야교대 근무필수]","시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090052
KF10802609090007,선일실버케어요양원,요양원 요양보호사 모집,월급216 만원 이상,경남 창원시 의창구,[인증],,관계없음,26-09-09,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609090007
KF10802609090006,선일데이케어센터,[9/16 경남일자리종합박람회 직접참여] 주간보호센터 작업치료사모집,"시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609090006
K131132609090051,창원시립봉곡어린이집,출산휴가및 육아휴직 대체교사,월급231 만원 이상,경남 창원시 의창구,[인증],,관계없음,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090051
K131132609090050,골든힐골프연습장(주),골프장 안내데스크 직원 모집,월급274 만원 이상 ~ 274 만원 이하,경남 창원시 성산구,[인증],,관계없음,26-09-09,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090050
K131132609090049,주식회사 인서비스원,[창원/대기업 사내 협력업체] 생산 보조 작업자모집,"시급12,500 원 이상 ~ 12,500 원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-09,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090049
KJSA002609090045,주식회사 엠앤씨솔루션,[9/16 경남일자리종합박람회 직접참여]엠앤씨솔루션_사무직,"연봉4,000 만원 이상 ~ 4,650 만원 이하",경남 창원시 성산구,[인증],,신입,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609090045
KF10802609090005,선일실버케어요양원,[9/16 경남일자리종합박람회 직접참여] 요양원 물리치료사 채용,"시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802609090005
K131132609090048,효산농장,축산업 종사원,"시급10,320 원 이상",경남 창원시 진해구,[인증],,신입,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090048
K131132609090047,주식회사 인시스(INSYS),(주)인시스 경리·회계 사무원 모집 (경력무관/초보가능/정규직),"연봉2,800 만원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090047
K131132609090046,주식회사 인시스(INSYS),AI혁신연구소 소프트웨어 연구원 (R&D),"연봉3,200 만원 이상 ~ 3,500 만원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090046
K131132609090045,주식회사 인시스(INSYS),AI혁신연구개발실 기계설계 연구원(R&D),"연봉3,200 만원 이상 ~ 3,500 만원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090045
KJSP002609090004,늘함께재가복지센터,성실한 요양사 모집,"시급10,320 원 이상 ~ 13,000 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-09-24,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSP002609090004
K131132609090044,주식회사케이에스엘코리아,CAD(캐드)  및 공정 관리 지원 담당자 채용,월급250 만원 이상 ~ 300 만원 이하,경남 창원시 의창구,[인증],,관계없음,26-09-09,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090044
K131132609090043,(주)제이오하이테크,"NC, CNC 생산직 모집[로기스 측정 가능한 자]","시급10,320 원 이상 ~ 12,000 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090043
KJSA002609090009,(주)삼화양행진해,[9/16 경남일자리종합박람회 직접참여] (주)삼화양행 진해_품질관리,"연봉4,300 만원 이상 ~ 4,300 만원 이하",경남 창원시 진해구,[인증],,경력 1년,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609090009
KJSA002609090007,(주)삼화양행진해,"[9/16 경남일자리종합박람회 직접참여] (주)삼화양행 진해_생산(CO2 OP, 검사 OP)","연봉4,300 만원 이상 ~ 4,300 만원 이하",경남 창원시 진해구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSA002609090007
KEC0132609090003,대산주간요양센터,주간보호 요양보호사 모집,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KEC0132609090003
K131132609090042,주식회사 파인(PINE),경리 사무원 모집(정규직),"연봉2,800 만원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090042
K131112609090037,(주)진주스틸,폐기물회사 하이카기사(창원 동읍),"연봉4,000 만원 이상 ~ 4,000 만원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131112609090037
K131132609090041,(유)영진기업,strip 기계 용접 단기근무자 모집합니다. (초보자 가능),"시급11,000 원 이상 ~ 11,000 원 이하",경남 창원시 성산구,[인증],,신입,26-09-09,26-10-03,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090041
K131132609090040,대영에스앤씨주식회사,당사의 물량증가와 결원을 보충하기 위하여 성실한 직원을 모집 합니다,"시급11,000 원 이상",경남 창원시 성산구,[인증],,경력 2년 2개월,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090040
K131132609090039,(주) 스모트로닉,"스모트로닉 [자동차 부품 제조사] CNC,MCT 가공 직원 채용","시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090039
K131132609090038,파티마안과의원,시티세븐 파티마안과  검안사 (안경사) 주5일 상시 모집,"연봉2,600 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-09,26-10-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090038
K131132609090037,파티마안과의원,시티세븐파티마안과   대외협력 외부영업 홍보 마케팅 직원모집,"연봉2,600 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-09,26-10-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090037
K131132609090036,파티마안과의원,시티세븐 파티마안과 외래팀 간호사 간호조무사 채용공고,"연봉2,600 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-09,26-10-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090036
K131132609090035,부송테크,부송테크 면취 및 단수 사상 작업 직원 모집,"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090035
K131132609090034,유덕산업,생산직 사원 모집(롤 포밍),월급270 만원 이상 ~ 270 만원 이하,경남 창원시 의창구,[인증],,관계없음,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090034
K131132609090033,부송테크,부송테크 머시닝센터(MCT) 조작원(신입=>완전초보도 가능)모집,"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090033
K131132609090032,창화,창화 -안전벨트 제조 단순 작업자 채용_ 야간 근무,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 성산구,[인증],,관계없음,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090032
KF10532609090004,삼명기계공업(주),삼명기계공업(주) 회계•총무 담당 경력직 채용,"연봉3,200 만원 이상 ~ 4,000 만원 이하",경남 창원시 성산구,[인증],,경력 4년,26-09-09,26-10-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532609090004
K131132609090030,수주간보호센터(창원점),팔용동 주간보호센터 사회복지사(경력직) 모집,월급216 만원 이상,경남 창원시 의창구,[인증],,경력 3년,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090030
K131132609090029,(주)지성큐앤텍,지성큐앤텍 - 제관/취부 경력사원 모집,"시급15,000 원 이상",경남 창원시 성산구,[인증],,경력 10년,26-09-09,26-09-23,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090029
KJSP002609090003,대한물산,납품 직원 모집,"시급10,320 원 이상",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSP002609090003
K131132609090028,사회복지법인실버덴,사회복지사 채용공고,월급250 만원 이상,경남 창원시 의창구,[인증],,관계없음,26-09-09,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090028
K131132609090027,주식회사강림테크,제조업체 생산관리 모집합니다.,"연봉4,000 만원 이상 ~ 4,500 만원 이하",경남 창원시 성산구,[인증],,경력 3년,26-09-09,26-09-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090027
K131132609090026,위드드림,사회복지사 모집,"시급10,320 원 이상",경남 창원시 의창구,[인증],,신입,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090026
K131132609090022,(주)범아정밀,품질관리사원모집,"시급12,000 원 이상 ~ 12,000 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090022
K130112609090037,주식회사 하나종합관리,신방대한아파트 경비원 모집,월급228 만원 이상 ~ 228 만원 이하,경남 창원시 의창구,[인증],,관계없음,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K130112609090037
K130112609090030,(주)굿서비스,창원 도계동 학교 경비원 채용,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K130112609090030
K131132609090021,신흥글로벌(주),신흘글로벌(주) 물류혁신팀 지게차기사 채용,"일급90,560 원 이상 ~ 100,000 원 이하",경남 창원시 성산구,[인증],,경력 5년,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090021
K131132609090020,농업회사법인맑은내일주식회사,귀산동 맑은내일(주) 생산직 모집,월급226 만원 이상 ~ 226 만원 이하,경남 창원시 성산구,[인증],,신입,26-09-09,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090020
K131132609090019,（주）중앙유앤아이,생산관리원 모집(견적업무 포함),월급350 만원 이상,경남 창원시 의창구,[인증],,경력 3년,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132609090019
KF10792609090004,정다운재가센터,재가요양보호사 모집(마산새일센터 채용대행),"시급13,100 원 이상 ~ 13,100 원 이하",경남 창원시 의창구,[인증],,관계없음,26-09-09,26-11-08,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10792609090004
